 ****** HSPICE -- Q-2020.03-SP2-2 linux64 (Nov  1 2020) ******
  Copyright (c) 1986 - 2026 by Synopsys, Inc. All Rights Reserved.
  This software and the associated documentation are proprietary
  to Synopsys, Inc. This software may only be used in accordance
  with the terms and conditions of a written license agreement with
  Synopsys, Inc. All other use, reproduction, or distribution of
0.1195182,-1.46471,-1.586512,-1.345287
0.119538,-1.457422,-1.578669,-1.33851
0.1195863,-1.45021,-1.570913,-1.331799
0.1195929,-1.443073,-1.563243,-1.325153
0.1196377,-1.436008,-1.555657,-1.31857
0.1198793,-1.429015,-1.548153,-1.312048
0.1199118,-1.42209,-1.540728,-1.305586
0.1199289,-1.415234,-1.53338,-1.299184
0.1200189,-1.408443,-1.526108,-1.292838
0.120033,-1.401716,-1.518909,-1.286549
0.120035,-1.395053,-1.511782,-1.280314
0.1200744,-1.38845,-1.504726,-1.274133
0.1202346,-1.381908,-1.497737,-1.268004
0.1202865,-1.375424,-1.490816,-1.261927
0.120378,-1.368998,-1.48396,-1.255899
0.1203908,-1.362627,-1.477167,-1.249921
0.1204395,-1.356312,-1.470437,-1.243991
0.1204584,-1.35005,-1.463768,-1.238108
0.1204852,-1.34384,-1.457158,-1.232271
0.120504,-1.337682,-1.450607,-1.22648
0.1205471,-1.331575,-1.444112,-1.220732
0.1207388,-1.325516,-1.437674,-1.215028
0.1207622,-1.319506,-1.43129,-1.209367
0.1207919,-1.313543,-1.424959,-1.203747
0.1208111,-1.307627,-1.418681,-1.198168
0.1208737,-1.301755,-1.412454,-1.192629
0.1209236,-1.295929,-1.406277,-1.18713
0.1209759,-1.290146,-1.40015,-1.181669
0.1210922,-1.284406,-1.39407,-1.176246
0.121159,-1.278708,-1.388039,-1.17086
0.1211643,-1.273051,-1.382053,-1.165511
0.1211797,-1.267434,-1.376113,-1.160198
0.1211818,-1.261858,-1.370217,-1.15492
0.1212141,-1.25632,-1.364366,-1.149676
0.1212481,-1.25082,-1.358557,-1.144467
0.1212836,-1.245359,-1.35279,-1.139291
0.1212853,-1.239933,-1.347065,-1.134148
0.1213217,-1.234545,-1.34138,-1.129037
0.1213852,-1.229192,-1.335735,-1.123958
0.1214585,-1.223873,-1.33013,-1.11891
0.121461,-1.21859,-1.324562,-1.113892
0.121473,-1.21334,-1.319033,-1.108905
0.121496,-1.208123,-1.313541,-1.103948
0.1215597,-1.202939,-1.308085,-1.099019
0.1217261,-1.197787,-1.302665,-1.09412
0.12173,-1.192667,-1.29728,-1.089248
0.1217446,-1.187577,-1.29193,-1.084405
0.1217623,-1.182519,-1.286614,-1.079589
0.1217713,-1.17749,-1.281331,-1.0748
0.121941,-1.172491,-1.276082,-1.070037
0.1219613,-1.167521,-1.270865,-1.0653
0.1219617,-1.16258,-1.265679,-1.060589
0.1220173,-1.157667,-1.260525,-1.055904
0.1220566,-1.152782,-1.255402,-1.051243
0.1220845,-1.147924,-1.25031,-1.046607
0.122169,-1.143093,-1.245247,-1.041995
0.122193,-1.138289,-1.240213,-1.037407
0.1222427,-1.13351,-1.235209,-1.032843
0.1223031,-1.128758,-1.230233,-1.028302
0.1223386,-1.124031,-1.225285,-1.023783
0.1224815,-1.119329,-1.220365,-1.019287
0.1224986,-1.114651,-1.215473,-1.014813
0.1225709,-1.109998,-1.210607,-1.010361
0.1226316,-1.105368,-1.205767,-1.005931
0.1227046,-1.100763,-1.200954,-1.001522
0.1227541,-1.09618,-1.196166,-0.9971336
0.1227573,-1.09162,-1.191404,-0.9927661
0.1227814,-1.087083,-1.186666,-0.9884189
0.122785,-1.082568,-1.181953,-0.9840919
0.1228254,-1.078076,-1.177265,-0.9797848
0.1228648,-1.073604,-1.1726,-0.9754972
0.1228701,-1.069155,-1.167959,-0.971229
0.1229281,-1.064726,-1.163341,-0.9669798
0.1229577,-1.060318,-1.158746,-0.9627494
0.122997,-1.05593,-1.154173,-0.9585375
0.1230018,-1.051563,-1.149623,-0.954344
0.1230111,-1.047216,-1.145095,-0.9501686
0.123155,-1.042888,-1.140588,-0.946011
0.1231842,-1.03858,-1.136103,-0.9418711
0.1232062,-1.034291,-1.131639,-0.9377485
0.1233308,-1.030021,-1.127196,-0.9336431
0.1233452,-1.02577,-1.122774,-0.9295547
0.1233619,-1.021537,-1.118371,-0.925483
0.1234179,-1.017323,-1.113989,-0.9214279
0.1234281,-1.013126,-1.109627,-0.9173891
0.1234392,-1.008947,-1.105284,-0.9133665
0.1234463,-1.004786,-1.10096,-0.9093598
0.1234758,-1.000642,-1.096655,-0.9053689
0.1235153,-0.996515,-1.092369,-0.9013935
0.1236396,-0.992405,-1.088102,-0.8974334
0.1236835,-0.9883117,-1.083853,-0.8934886
0.1237109,-0.984235,-1.079622,-0.8895587
0.1237247,-0.9801745,-1.075409,-0.8856437
0.1237327,-0.9761301,-1.071213,-0.8817434
0.1237581,-0.9721016,-1.067035,-0.8778575
0.1237963,-0.9680888,-1.062874,-0.8739859
0.1238009,-0.9640916,-1.058731,-0.8701285
0.1238369,-0.9601097,-1.054604,-0.866285
0.1238431,-0.956143,-1.050493,-0.8624554
0.1239003,-0.9521912,-1.046399,-0.8586395
0.1240115,-0.9482543,-1.042321,-0.854837
0.1240157,-0.944332,-1.038259,-0.8510479
0.1240271,-0.9404242,-1.034214,-0.847272
0.1241535,-0.9365307,-1.030183,-0.8435091
0.1242147,-0.9326514,-1.026168,-0.8397592
0.1242667,-0.928786,-1.022169,-0.8360221
0.1242837,-0.9249345,-1.018184,-0.8322975
0.1243031,-0.9210966,-1.014215,-0.8285854
0.1243961,-0.9172722,-1.01026,-0.8248857
0.1244029,-0.9134613,-1.00632,-0.8211982
0.1244622,-0.9096635,-1.002394,-0.8175228
0.124538,-0.9058788,-0.9984826,-0.8138593
0.1245611,-0.9021071,-0.9945852,-0.8102077
0.1245648,-0.8983481,-0.9907018,-0.8065677
0.1245807,-0.8946018,-0.9868322,-0.8029393
0.1245929,-0.890868,-0.9829762,-0.7993224
0.1246873,-0.8871466,-0.9791338,-0.7957168
0.1247821,-0.8834374,-0.9753047,-0.7921223
0.1247972,-0.8797403,-0.9714888,-0.788539
0.1248907,-0.8760552,-0.967686,-0.7849666
0.1249153,-0.872382,-0.9638961,-0.7814051
0.1249313,-0.8687205,-0.9601189,-0.7778544
0.1249801,-0.8650707,-0.9563545,-0.7743142
0.124982,-0.8614323,-0.9526025,-0.7707846
0.1249879,-0.8578053,-0.9488629,-0.7672654
0.1249921,-0.8541895,-0.9451356,-0.7637565
0.1250869,-0.8505849,-0.9414204,-0.7602578
0.1251193,-0.8469912,-0.9377172,-0.7567691
0.1251379,-0.8434085,-0.9340258,-0.7532906
0.1251613,-0.8398366,-0.9303462,-0.7498218
0.1251721,-0.8362754,-0.9266783,-0.7463629
0.125173,-0.8327247,-0.9230218,-0.7429137
0.1251839,-0.8291845,-0.9193767,-0.739474
0.1251924,-0.8256547,-0.9157429,-0.7360439
0.1252766,-0.8221351,-0.9121202,-0.7326232
0.1253064,-0.8186257,-0.9085086,-0.7292117
0.1253349,-0.8151263,-0.9049079,-0.7258096
0.1253915,-0.8116369,-0.9013181,-0.7224165
0.1254041,-0.8081574,-0.8977389,-0.7190325
0.1254061,-0.8046876,-0.8941704,-0.7156574
0.1254797,-0.8012274,-0.8906123,-0.7122912
0.1255216,-0.7977768,-0.8870647,-0.7089338
0.1255837,-0.7943357,-0.8835273,-0.7055851
0.125591,-0.790904,-0.8800001,-0.702245
0.125651,-0.7874816,-0.8764831,-0.6989134
0.1256682,-0.7840684,-0.872976,-0.6955903
0.1256844,-0.7806642,-0.8694788,-0.6922755
0.1256993,-0.7772691,-0.8659914,-0.688969
0.1257462,-0.773883,-0.8625137,-0.6856707
0.1257678,-0.7705057,-0.8590456,-0.6823806
0.1258112,-0.7671371,-0.855587,-0.6790985
0.1258174,-0.7637772,-0.8521379,-0.6758244
0.1258891,-0.760426,-0.8486981,-0.6725582
0.125987,-0.7570832,-0.8452675,-0.6692998
0.1260486,-0.7537489,-0.8418461,-0.6660492
0.1260601,-0.750423,-0.8384338,-0.6628063
0.1260741,-0.7471053,-0.8350304,-0.6595709
0.1261763,-0.7437958,-0.831636,-0.6563431
0.1262038,-0.7404945,-0.8282503,-0.6531228
0.1262603,-0.7372012,-0.8248735,-0.6499099
0.126283,-0.7339159,-0.8215052,-0.6467043
0.1263044,-0.7306385,-0.8181455,-0.643506
0.1263067,-0.7273689,-0.8147943,-0.6403148
0.1263666,-0.7241071,-0.8114516,-0.6371308
0.1263854,-0.7208529,-0.8081172,-0.6339539
0.1264263,-0.7176064,-0.804791,-0.6307839
0.1264409,-0.7143674,-0.801473,-0.627621
0.126543,-0.7111359,-0.7981631,-0.6244648
0.1265639,-0.7079119,-0.7948613,-0.6213155
0.1266514,-0.7046951,-0.7915674,-0.618173
0.126658,-0.7014856,-0.7882814,-0.6150371
0.1267225,-0.6982834,-0.7850032,-0.6119079
0.1269205,-0.6950882,-0.7817327,-0.6087853
0.1270108,-0.6919002,-0.77847,-0.6056691
0.1270128,-0.6887192,-0.7752148,-0.6025594
0.1271359,-0.6855451,-0.7719672,-0.5994561
0.1271456,-0.6823779,-0.7687271,-0.5963592
0.1271559,-0.6792176,-0.7654943,-0.5932685
0.1271602,-0.676064,-0.7622689,-0.590184
0.1271692,-0.6729172,-0.7590508,-0.5871058
0.1271761,-0.6697769,-0.7558398,-0.5840336
0.1271997,-0.6666433,-0.752636,-0.5809675
0.1272241,-0.6635162,-0.7494393,-0.5779074
0.1272403,-0.6603956,-0.7462497,-0.5748533
0.1272963,-0.6572814,-0.7430669,-0.5718051
0.1273746,-0.6541736,-0.7398911,-0.5687627
0.1273877,-0.651072,-0.7367221,-0.5657261
0.1274799,-0.6479767,-0.7335599,-0.5626953
0.1275251,-0.6448876,-0.7304044,-0.5596702
0.1275251,-0.6418047,-0.7272555,-0.5566507
0.1275404,-0.6387278,-0.7241132,-0.5536368
0.1275799,-0.635657,-0.7209775,-0.5506285
0.1275841,-0.6325922,-0.7178483,-0.5476257
0.1276115,-0.6295333,-0.7147255,-0.5446283
0.1276725,-0.6264802,-0.711609,-0.5416363
0.1277403,-0.623433,-0.7084989,-0.5386497
0.1277492,-0.6203916,-0.7053951,-0.5356684
0.1277636,-0.6173559,-0.7022974,-0.5326924
0.1277737,-0.6143259,-0.6992059,-0.5297216
0.1277821,-0.6113015,-0.6961205,-0.526756
0.1277909,-0.6082827,-0.6930412,-0.5237955
0.1278036,-0.6052694,-0.6899679,-0.52084
0.1278086,-0.6022616,-0.6869005,-0.5178897
0.1278627,-0.5992593,-0.683839,-0.5149443
0.1278917,-0.5962623,-0.6807833,-0.5120039
0.1279361,-0.5932707,-0.6777335,-0.5090684
0.1279513,-0.5902844,-0.6746894,-0.5061378
0.1279568,-0.5873033,-0.6716509,-0.503212
0.1280305,-0.5843275,-0.6686182,-0.500291
0.1281283,-0.5813568,-0.665591,-0.4973747
0.1281638,-0.5783913,-0.6625694,-0.4944632
0.1281704,-0.5754308,-0.6595533,-0.4915563
0.1281795,-0.5724753,-0.6565427,-0.488654
0.1281837,-0.5695249,-0.6535375,-0.4857563
0.128234,-0.5665794,-0.6505376,-0.4828632
0.1282469,-0.5636388,-0.6475431,-0.4799745
0.1282538,-0.560703,-0.6445538,-0.4770904
0.1282757,-0.5577721,-0.6415698,-0.4742106
0.1282865,-0.554846,-0.638591,-0.4713353
0.128366,-0.5519246,-0.6356173,-0.4684643
0.1283786,-0.5490079,-0.6326487,-0.4655977
0.1283923,-0.5460959,-0.6296852,-0.4627353
0.1284004,-0.5431885,-0.6267267,-0.4598771
0.1284078,-0.5402857,-0.6237732,-0.4570232
0.1284094,-0.5373875,-0.6208246,-0.4541734
0.1285281,-0.5344937,-0.6178809,-0.4513278
0.1285292,-0.5316044,-0.6149421,-0.4484863
0.1285381,-0.5287196,-0.612008,-0.4456488
0.12854,-0.5258391,-0.6090788,-0.4428153
0.1285841,-0.522963,-0.6061543,-0.4399859
0.128637,-0.5200912,-0.6032344,-0.4371604
0.1286486,-0.5172237,-0.6003193,-0.4343388
0.1286803,-0.5143605,-0.5974087,-0.4315212
0.1286937,-0.5115014,-0.5945027,-0.4287073
0.1287667,-0.5086465,-0.5916013,-0.4258974
0.1287701,-0.5057958,-0.5887043,-0.4230912
0.128776,-0.5029492,-0.5858118,-0.4202887
0.1288826,-0.5001066,-0.5829238,-0.41749
0.1289248,-0.4972681,-0.5800401,-0.414695
0.128942,-0.4944336,-0.5771608,-0.4119036
0.1290807,-0.491603,-0.5742858,-0.4091159
0.1290816,-0.4887764,-0.571415,-0.4063318
0.1291248,-0.4859537,-0.5685485,-0.4035512
0.1291705,-0.4831348,-0.5656863,-0.4007742
0.1291894,-0.4803198,-0.5628282,-0.3980007
0.1292047,-0.4775086,-0.5599742,-0.3952306
0.1292426,-0.4747011,-0.5571244,-0.392464
0.1292868,-0.4718974,-0.5542786,-0.3897009
0.1293012,-0.4690974,-0.5514368,-0.3869411
0.1293098,-0.4663011,-0.548599,-0.3841846
0.1293109,-0.4635084,-0.5457653,-0.3814315
0.129339,-0.4607193,-0.5429354,-0.3786817
0.1293464,-0.4579338,-0.5401095,-0.3759351
0.1293692,-0.4551518,-0.5372874,-0.3731918
0.1294248,-0.4523734,-0.5344691,-0.3704517
0.12944,-0.4495985,-0.5316547,-0.3677148
0.1294682,-0.446827,-0.528844,-0.364981
0.129558,-0.4440589,-0.5260371,-0.3622504
0.1296129,-0.4412942,-0.5232339,-0.3595228
0.1296132,-0.4385329,-0.5204344,-0.3567983
0.1296188,-0.435775,-0.5176385,-0.3540769
0.1296219,-0.4330203,-0.5148462,-0.3513584
0.129656,-0.430269,-0.5120575,-0.348643
0.1296598,-0.4275209,-0.5092724,-0.3459305
0.1296749,-0.424776,-0.5064907,-0.343221
0.1297026,-0.4220343,-0.5037126,-0.3405143
0.1297828,-0.4192958,-0.500938,-0.3378106
0.1297984,-0.4165604,-0.4981668,-0.3351097
0.1298099,-0.4138281,-0.495399,-0.3324116
0.1298367,-0.4110989,-0.4926345,-0.3297163
0.1298411,-0.4083728,-0.4898735,-0.3270238
0.1298486,-0.4056497,-0.4871157,-0.3243341
0.1298501,-0.4029296,-0.4843612,-0.3216471
0.1298789,-0.4002125,-0.48161,-0.3189627
0.1298815,-0.3974984,-0.4788621,-0.3162811
0.1299,-0.3947871,-0.4761173,-0.3136021
0.1299194,-0.3920788,-0.4733757,-0.3109257
0.12993,-0.3893733,-0.4706373,-0.308252
0.1300116,-0.3866707,-0.467902,-0.3055808
0.1300509,-0.3839709,-0.4651698,-0.3029121
0.1301434,-0.3812739,-0.4624406,-0.300246
0.1302203,-0.3785797,-0.4597145,-0.2975824
0.1302531,-0.3758882,-0.4569915,-0.2949213
0.1302855,-0.3731995,-0.4542714,-0.2922626
0.130291,-0.3705134,-0.4515543,-0.2896064
0.1303026,-0.36783,-0.4488401,-0.2869525
0.130354,-0.3651492,-0.4461288,-0.2843011
0.1304005,-0.3624711,-0.4434204,-0.281652
0.1304185,-0.3597956,-0.4407149,-0.2790053
0.1304334,-0.3571226,-0.4380122,-0.2763609
0.1304436,-0.3544522,-0.4353124,-0.2737188
0.1304785,-0.3517843,-0.4326153,-0.2710789
0.1305328,-0.349119,-0.4299209,-0.2684413
0.1305606,-0.3464561,-0.4272294,-0.2658059
0.1305744,-0.3437956,-0.4245405,-0.2631727
0.1306074,-0.3411376,-0.4218543,-0.2605417
0.1306546,-0.338482,-0.4191708,-0.2579129
0.1307516,-0.3358288,-0.4164899,-0.2552862
0.1307607,-0.3331779,-0.4138116,-0.2526616
0.1307659,-0.3305294,-0.4111359,-0.2500392
0.1307943,-0.3278832,-0.4084628,-0.2474187
0.1307951,-0.3252393,-0.4057922,-0.2448004
0.1308158,-0.3225976,-0.4031241,-0.2421841
0.1308405,-0.3199582,-0.4004586,-0.2395697
0.1308407,-0.3173211,-0.3977955,-0.2369574
0.1308528,-0.3146861,-0.3951348,-0.234347
0.1308717,-0.3120533,-0.3924766,-0.2317386
0.1309185,-0.3094227,-0.3898208,-0.2291321
0.1309794,-0.3067942,-0.3871674,-0.2265275
0.1310285,-0.3041679,-0.3845163,-0.2239248
0.1310508,-0.3015436,-0.3818675,-0.221324
0.1310686,-0.2989214,-0.3792211,-0.2187249
0.1311213,-0.2963013,-0.376577,-0.2161277
0.1311351,-0.2936832,-0.3739351,-0.2135324
0.1311368,-0.2910671,-0.3712955,-0.2109388
0.131142,-0.288453,-0.3686581,-0.2083469
0.1311892,-0.2858409,-0.3660229,-0.2057568
0.1311986,-0.2832307,-0.3633899,-0.2031684
0.131203,-0.2806224,-0.360759,-0.2005818
0.1312127,-0.2780161,-0.3581303,-0.1979968
0.1312291,-0.2754116,-0.3555037,-0.1954135
0.1312386,-0.2728091,-0.3528792,-0.1928318
0.1312846,-0.2702083,-0.3502568,-0.1902517
0.1312898,-0.2676094,-0.3476364,-0.1876732
0.1313023,-0.2650123,-0.345018,-0.1850963
0.1313555,-0.262417,-0.3424017,-0.182521
0.1313606,-0.2598234,-0.3397873,-0.1799473
0.1314296,-0.2572316,-0.337175,-0.177375
0.1314298,-0.2546415,-0.3345646,-0.1748043
0.1314415,-0.2520531,-0.3319561,-0.172235
0.1314476,-0.2494664,-0.3293495,-0.1696673
0.1314524,-0.2468814,-0.3267448,-0.167101
0.1314648,-0.244298,-0.324142,-0.1645361
0.1315191,-0.2417163,-0.321541,-0.1619726
0.1315252,-0.2391362,-0.3189418,-0.1594105
0.131561,-0.2365576,-0.3163445,-0.1568498
0.131669,-0.2339807,-0.3137489,-0.1542905
0.1317046,-0.2314052,-0.3111552,-0.1517325
0.1317067,-0.2288313,-0.3085631,-0.1491758
0.1317946,-0.226259,-0.3059728,-0.1466204
0.1318069,-0.2236881,-0.3033842,-0.1440663
0.1318489,-0.2211187,-0.3007973,-0.1415135
0.1318593,-0.2185508,-0.2982121,-0.1389619
0.1318634,-0.2159843,-0.2956285,-0.1364116
0.131883,-0.2134192,-0.2930466,-0.1338625
0.131892,-0.2108555,-0.2904662,-0.1313145
0.1319216,-0.2082933,-0.2878875,-0.1287678
0.1319428,-0.2057323,-0.2853103,-0.1262222
0.1319499,-0.2031728,-0.2827347,-0.1236777
0.1319843,-0.2006145,-0.2801607,-0.1211344
0.1320342,-0.1980576,-0.2775881,-0.1185922
0.132071,-0.195502,-0.2750171,-0.1160511
0.132077,-0.1929476,-0.2724475,-0.113511
0.1320946,-0.1903945,-0.2698794,-0.110972
0.132131,-0.1878427,-0.2673128,-0.1084341
0.1321532,-0.185292,-0.2647476,-0.1058971
0.1321805,-0.1827426,-0.2621837,-0.1033612
0.1322003,-0.1801943,-0.2596213,-0.1008262
0.1322121,-0.1776473,-0.2570603,-0.09829223
0.1322124,-0.1751013,-0.2545006,-0.0957592
0.1322547,-0.1725566,-0.2519422,-0.0932271
0.1322605,-0.1700129,-0.2493852,-0.09069592
0.1322959,-0.1674703,-0.2468295,-0.08816564
0.1323262,-0.1649288,-0.244275,-0.08563624
0.1323404,-0.1623884,-0.2417218,-0.08310772
0.1323749,-0.159849,-0.2391699,-0.08058003
0.1323898,-0.1573107,-0.2366192,-0.07805319
0.1324006,-0.1547734,-0.2340697,-0.07552716
0.1324103,-0.152237,-0.2315214,-0.07300193
0.1324119,-0.1497017,-0.2289742,-0.07047748
0.1324167,-0.1471673,-0.2264283,-0.06795381
0.132421,-0.1446338,-0.2238835,-0.06543088
0.1324423,-0.1421013,-0.2213398,-0.06290868
0.1324664,-0.1395697,-0.2187972,-0.0603872
0.1325351,-0.137039,-0.2162557,-0.05786642
0.1325485,-0.1345091,-0.2137152,-0.05534632
0.1325812,-0.1319801,-0.2111759,-0.05282688
0.1326052,-0.129452,-0.2086375,-0.05030811
0.1326307,-0.1269247,-0.2061002,-0.04778996
0.1326724,-0.1243982,-0.2035639,-0.04527244
0.1326806,-0.1218725,-0.2010286,-0.04275551
0.1326986,-0.1193476,-0.1984943,-0.04023916
0.1327178,-0.1168234,-0.1959609,-0.03772339
0.132725,-0.1143,-0.1934284,-0.03520817
0.1327819,-0.1117773,-0.1908969,-0.03269349
0.1327883,-0.1092553,-0.1883662,-0.03017932
0.1328599,-0.106734,-0.1858365,-0.02766567
0.1328748,-0.1042134,-0.1833076,-0.0251525
0.1329171,-0.1016935,-0.1807796,-0.0226398
0.1329238,-0.09917415,-0.1782524,-0.02012756
0.132932,-0.09665548,-0.1757261,-0.01761577
0.1330599,-0.09413741,-0.1732005,-0.01510439
0.1330767,-0.09161995,-0.1706757,-0.01259342
0.1330815,-0.08910307,-0.1681517,-0.01008284
0.1330949,-0.08658675,-0.1656285,-0.007572644
0.1330986,-0.08407098,-0.1631059,-0.005062802
0.1331198,-0.08155574,-0.1605841,-0.002553304
0.1331956,-0.07904101,-0.1580631,-4.413375e-05
0.1332214,-0.07652679,-0.1555427,0.002464725
0.1332514,-0.07401305,-0.1530229,0.004973289
0.1332629,-0.07149978,-0.1505039,0.007481569
0.133273,-0.06898696,-0.1479854,0.009989587
0.1333338,-0.06647457,-0.1454676,0.01249736
0.1333867,-0.06396261,-0.1429504,0.0150049
0.1333961,-0.06145105,-0.1404338,0.01751222
0.1333991,-0.05893987,-0.1379178,0.02001934
0.1334335,-0.05642907,-0.1354023,0.02252628
0.1334363,-0.05391862,-0.1328874,0.02503303
0.1334724,-0.05140851,-0.130373,0.02753965
0.1334736,-0.04889873,-0.1278591,0.03004612
0.1334773,-0.04638926,-0.1253457,0.03255248
0.1335349,-0.04388007,-0.1228328,0.03505872
0.1335794,-0.04137117,-0.1203203,0.03756486
0.1336713,-0.03886252,-0.1178083,0.04007094
0.1336798,-0.03635412,-0.1152967,0.04257696
0.1337515,-0.03384594,-0.1127856,0.04508294
0.1337993,-0.03133798,-0.1102748,0.0475889
0.1338137,-0.02883022,-0.1077644,0.05009483
0.1338252,-0.02632264,-0.1052544,0.05260078
0.1338395,-0.02381522,-0.1027447,0.05510674
0.1338464,-0.02130795,-0.1002354,0.05761274
0.1338561,-0.01880082,-0.09772637,0.06011878
0.1338779,-0.0162938,-0.09521766,0.06262489
0.1340059,-0.01378689,-0.09270924,0.06513109
0.134015,-0.01128007,-0.09020109,0.06763739
0.1340249,-0.008773312,-0.0876932,0.07014381
0.1340904,-0.006266612,-0.08518555,0.07265034
0.1341365,-0.003759951,-0.08267812,0.07515703
0.1341433,-0.001253314,-0.0801709,0.07766388
0.1342155,0.001253314,-0.07766388,0.0801709
0.1342493,0.003759951,-0.07515703,0.08267812
0.134251,0.006266612,-0.07265034,0.08518555
0.1342534,0.008773312,-0.07014381,0.0876932
0.1343067,0.01128007,-0.06763739,0.09020109
0.1343134,0.01378689,-0.06513109,0.09270924
0.1343353,0.0162938,-0.06262489,0.09521766
0.1343605,0.01880082,-0.06011878,0.09772637
0.1343888,0.02130795,-0.05761274,0.1002354
0.1344855,0.02381522,-0.05510674,0.1027447
0.1345097,0.02632264,-0.05260078,0.1052544
0.1345151,0.02883022,-0.05009483,0.1077644
0.134602,0.03133798,-0.0475889,0.1102748
0.1346149,0.03384594,-0.04508294,0.1127856
0.1346236,0.03635412,-0.04257696,0.1152967
0.1346335,0.03886252,-0.04007094,0.1178083
0.1346359,0.04137117,-0.03756486,0.1203203
0.1346387,0.04388007,-0.03505872,0.1228328
0.1346554,0.04638926,-0.03255248,0.1253457
0.1346571,0.04889873,-0.03004612,0.1278591
0.1346824,0.05140851,-0.02753965,0.130373
0.1348185,0.05391862,-0.02503303,0.1328874
0.134827,0.05642907,-0.02252628,0.1354023
0.1348336,0.05893987,-0.02001934,0.1379178
0.134834,0.06145105,-0.01751222,0.1404338
0.1348499,0.06396261,-0.0150049,0.1429504
0.134859,0.06647457,-0.01249736,0.1454676
